,loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
0,1.3910504579544067,2.352975368499756,1.231637954711914,2.32275128364563
1,1.177122950553894,2.170621156692505,1.0678356885910034,2.0236294269561768
2,1.1033235788345337,2.1177704334259033,1.0616202354431152,2.0806541442871094
3,1.067060947418213,2.109403610229492,0.9721894264221191,1.993933081626892
4,1.0444178581237793,2.0907936096191406,0.964980959892273,1.9902795553207397
5,1.0354787111282349,2.1052584648132324,0.9507051706314087,2.0076334476470947
6,1.0199766159057617,2.0653109550476074,0.9328722953796387,2.0300168991088867
7,1.008793830871582,2.080878496170044,0.9430346488952637,2.0166001319885254
8,0.9980600476264954,2.08594012260437,0.9653337597846985,2.0361580848693848
9,0.9956328868865967,2.0489203929901123,0.9337185025215149,2.0175280570983887
10,0.98729008436203,2.074495315551758,0.944943368434906,2.0281996726989746
11,0.9683225750923157,2.051431894302368,0.9390075206756592,2.0243213176727295
12,0.9684551358222961,2.0553760528564453,0.9241644144058228,2.025836229324341
13,0.9610496759414673,2.0601401329040527,0.9574459195137024,2.0363473892211914
14,0.9568068981170654,2.0480575561523438,0.9321744441986084,2.022209405899048
15,0.9516570568084717,2.019770860671997,0.9223177433013916,2.0157620906829834
16,0.9444259405136108,2.0194973945617676,0.934712827205658,2.021712064743042
17,0.951334536075592,2.0295095443725586,0.9265454411506653,2.0268728733062744
18,0.9500000476837158,2.0575549602508545,0.9178155064582825,2.0293612480163574
19,0.9413190484046936,2.0337162017822266,0.9252648949623108,2.025330066680908
20,0.9355204701423645,2.052597999572754,0.936487078666687,2.029628276824951
21,0.9324319362640381,2.023822069168091,0.9308831691741943,2.0172455310821533
22,0.9290108680725098,2.027553081512451,0.9178609251976013,2.0283758640289307
23,0.9357654452323914,2.0468056201934814,0.9248685240745544,2.029078245162964
24,0.9252631664276123,2.0650057792663574,0.9323258996009827,2.0276646614074707
25,0.9309422969818115,2.0452380180358887,0.9160280823707581,2.0223751068115234
26,0.9365966320037842,2.0385584831237793,0.9263148307800293,2.026017427444458
27,0.9263683557510376,2.03741192817688,0.9293867945671082,2.0273849964141846
28,0.9249297976493835,2.0478010177612305,0.9238643050193787,2.024941921234131
29,0.9201186299324036,2.0306386947631836,0.9156813025474548,2.0246224403381348
30,0.925774872303009,2.0339269638061523,0.918480634689331,2.022744655609131
31,0.9216505885124207,2.028869867324829,0.9160954356193542,2.0263521671295166
32,0.9207373857498169,2.0600039958953857,0.9139245748519897,2.029646396636963
33,0.9212096333503723,2.0401275157928467,0.9268409013748169,2.0244946479797363
34,0.9204886555671692,2.0204975605010986,0.9306696057319641,2.0175671577453613
35,0.9203321933746338,2.01050066947937,0.9202227592468262,2.0205764770507812
36,0.9204114079475403,2.0299808979034424,0.9196109175682068,2.021111011505127
37,0.9135554432868958,2.036829710006714,0.9198125600814819,2.0275208950042725
38,0.915095329284668,2.015673875808716,0.9240964651107788,2.0262928009033203
39,0.9058549404144287,2.027402877807617,0.9136796593666077,2.022404432296753
40,0.9160467386245728,2.0259203910827637,0.9153144359588623,2.0277769565582275
41,0.9154456853866577,2.0245542526245117,0.922801673412323,2.021516799926758
42,0.910366415977478,2.0352907180786133,0.9142738580703735,2.0291314125061035
43,0.9127593636512756,2.0453429222106934,0.9168842434883118,2.02850341796875
44,0.9095098376274109,2.0476343631744385,0.9103801250457764,2.026224136352539
45,0.9078056812286377,2.009385347366333,0.9126889109611511,2.0309975147247314
46,0.9113836884498596,2.0304722785949707,0.9090719223022461,2.0356340408325195
47,0.9105435609817505,2.025365114212036,0.9155463576316833,2.031045436859131
48,0.9074779152870178,2.021333694458008,0.9090328216552734,2.0342507362365723
49,0.9040241837501526,2.0214900970458984,0.9114980697631836,2.0320944786071777
50,0.9079912900924683,2.0228302478790283,0.9102290272712708,2.037721633911133
51,0.9058948159217834,2.0236024856567383,0.9105364680290222,2.0392377376556396
